,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
4532,LC77957,Oregon,8543.247323,No,Basic,Bachelor,1/14/2011,Employed,M,99180.0,Rural,Married,106.0,15.0,20.0,0.0,3.0,Personal Auto,Personal L1,Offer3,Branch,33.751887,SUV,Small
4533,FB95288,California,64618.75715,No,Extended,High School or Below,1/17/2011,Unemployed,M,0.0,Suburban,Married,217.0,14.0,40.0,1.0,2.0,Personal Auto,Personal L3,Offer1,Branch,1562.4,Luxury Car,Small
4534,IX32007,California,2864.820306,No,Basic,Bachelor,1/6/2011,Unemployed,M,0.0,Suburban,Single,109.0,2.0,8.0,4.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,Small
4535,GI55977,Oregon,2337.35182,No,Basic,High School or Below,2/23/2011,Medical Leave,F,28806.0,Suburban,Married,61.0,13.0,90.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,292.8,Four-Door Car,Small
4536,PU36617,Arizona,6470.535463,No,Extended,College,2/7/2011,Employed,M,48638.0,Rural,Married,82.0,16.0,29.0,0.0,3.0,Personal Auto,Personal L1,Offer3,Call Center,183.104441,Four-Door Car,Medsize
4537,HS77089,Washington,4748.794301,No,Basic,Bachelor,1/19/2011,Unemployed,M,0.0,Suburban,Single,70.0,8.0,74.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Branch,504.0,Four-Door Car,Small
4538,FF94034,California,8496.358981,No,Basic,Bachelor,1/30/2011,Employed,F,88895.0,Rural,Divorced,106.0,0.0,87.0,0.0,8.0,Personal Auto,Personal L1,Offer1,Branch,209.863509,Sports Car,Medsize
4539,QN62502,Oregon,3839.143697,No,Extended,Bachelor,2/7/2011,Employed,F,70146.0,Rural,Married,96.0,28.0,65.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,157.440069,Four-Door Car,Medsize
4540,SY46862,Arizona,5657.685223,No,Extended,High School or Below,2/20/2011,Employed,M,98917.0,Rural,Married,139.0,18.0,21.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Agent,336.612234,Sports Car,Medsize
4541,YX96463,Oregon,5926.980962,No,Basic,Bachelor,2/7/2011,Employed,F,58733.0,Suburban,Married,74.0,26.0,42.0,0.0,9.0,Corporate Auto,Corporate L2,Offer2,Call Center,355.2,Four-Door Car,Small
4542,SC66359,Arizona,4433.97368,No,Basic,College,2/21/2011,Employed,F,50653.0,Rural,Married,110.0,29.0,42.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,262.865172,SUV,Small
4543,EG56026,Nevada,3275.16199,No,Extended,High School or Below,1/23/2011,Employed,F,69263.0,Suburban,Married,81.0,8.0,12.0,2.0,1.0,Personal Auto,Personal L3,Offer3,Agent,494.847804,Two-Door Car,Medsize
4544,ZQ51896,Oregon,21159.30151,No,Basic,College,1/22/2011,Unemployed,M,0.0,Suburban,Single,108.0,15.0,17.0,0.0,2.0,Special Auto,Special L1,Offer4,Web,777.6,SUV,Large
4545,NN87570,Oregon,6057.07208,Yes,Extended,Bachelor,2/14/2011,Retired,M,27681.0,Suburban,Married,83.0,13.0,62.0,0.0,9.0,Corporate Auto,Corporate L3,Offer2,Agent,398.4,Two-Door Car,Medsize
4546,IX55883,California,19480.49981,No,Extended,College,1/2/2011,Employed,F,50809.0,Urban,Single,83.0,29.0,58.0,0.0,2.0,Personal Auto,Personal L1,Offer1,Branch,290.381707,Four-Door Car,Medsize
4547,CI51999,Arizona,8161.1704,No,Basic,College,1/5/2011,Medical Leave,M,12266.0,Suburban,Married,114.0,25.0,36.0,1.0,3.0,Personal Auto,Personal L1,Offer1,Branch,732.050007,SUV,Medsize
4548,FH83537,California,3732.568536,No,Basic,High School or Below,1/4/2011,Unemployed,F,0.0,Suburban,Single,106.0,2.0,50.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,879.42749,Sports Car,Medsize
4549,ST91578,California,6466.304259,No,Extended,Master,1/19/2011,Unemployed,M,0.0,Rural,Divorced,90.0,3.0,76.0,0.0,7.0,Personal Auto,Personal L3,Offer3,Call Center,144.776935,Four-Door Car,Medsize
4550,MA15172,California,10179.71704,Yes,Premium,Bachelor,1/5/2011,Retired,F,14290.0,Suburban,Married,271.0,20.0,40.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,1300.8,Luxury SUV,Medsize
4551,UG42487,Arizona,9806.215757,No,Extended,High School or Below,1/4/2011,Unemployed,F,0.0,Suburban,Single,87.0,15.0,26.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,626.4,Four-Door Car,Medsize
4552,CR56473,Nevada,5252.511788,No,Basic,High School or Below,1/22/2011,Unemployed,M,0.0,Suburban,Single,74.0,32.0,62.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize
4553,WW16329,Oregon,10208.92761,Yes,Extended,College,2/14/2011,Employed,F,35482.0,Suburban,Married,129.0,21.0,59.0,0.0,3.0,Corporate Auto,Corporate L1,Offer1,Branch,619.2,SUV,Medsize
4554,PW78930,California,2982.196702,No,Basic,Bachelor,2/24/2011,Employed,M,79523.0,Rural,Married,74.0,34.0,40.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,132.023007,Four-Door Car,Medsize
4555,NT59303,Oregon,10115.44622,No,Premium,College,1/17/2011,Employed,F,63528.0,Suburban,Divorced,256.0,15.0,23.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,1228.8,Luxury Car,Large
4556,BW63560,Oregon,7463.139377,No,Basic,Bachelor,1/17/2011,Employed,F,24599.0,Rural,Married,64.0,12.0,50.0,1.0,2.0,Corporate Auto,Corporate L2,Offer2,Branch,42.920271,Four-Door Car,Medsize
4557,YV64727,Washington,6692.143668,No,Premium,High School or Below,2/16/2011,Employed,M,63221.0,Suburban,Married,168.0,28.0,49.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize
4558,TY84623,California,9816.528302,Yes,Basic,College,1/28/2011,Employed,M,37256.0,Rural,Married,62.0,15.0,7.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,128.969729,Four-Door Car,Medsize
4559,RB50392,Washington,7838.068321,No,Basic,Master,2/17/2011,Unemployed,F,0.0,Rural,Married,69.0,9.0,12.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,2.704934,Four-Door Car,Medsize
4560,PT32230,California,7782.126848,No,Basic,High School or Below,2/14/2011,Employed,F,70059.0,Rural,Married,194.0,1.0,97.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,253.740993,Luxury SUV,Medsize
4561,QZ83992,California,8682.234653,No,Basic,College,2/24/2011,Medical Leave,M,10540.0,Suburban,Married,115.0,33.0,76.0,0.0,3.0,Corporate Auto,Corporate L1,Offer1,Agent,552.0,SUV,Medsize
4562,RI76399,California,17636.42483,No,Basic,High School or Below,2/26/2011,Employed,F,37109.0,Suburban,Married,63.0,7.0,70.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Agent,302.4,Two-Door Car,Medsize
4563,IF30418,California,2574.020376,Yes,Basic,Master,1/14/2011,Employed,F,34990.0,Rural,Single,65.0,23.0,73.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize
4564,BI33231,California,5120.615661,No,Extended,High School or Below,2/12/2011,Unemployed,F,0.0,Urban,Married,76.0,11.0,14.0,4.0,3.0,Personal Auto,Personal L3,Offer2,Agent,277.220384,Four-Door Car,Medsize
4565,LO67195,Arizona,7444.814633,No,Extended,College,1/28/2011,Employed,F,56047.0,Rural,Married,92.0,26.0,29.0,0.0,5.0,Corporate Auto,Corporate L2,Offer1,Agent,82.733588,Four-Door Car,Large
4566,NQ67659,Nevada,33473.34946,Yes,Basic,Bachelor,1/11/2011,Employed,F,33190.0,Suburban,Divorced,106.0,18.0,95.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,508.8,SUV,Medsize
4567,TY27229,Arizona,9114.276632,No,Premium,Bachelor,2/24/2011,Employed,M,85942.0,Rural,Married,116.0,16.0,36.0,2.0,5.0,Personal Auto,Personal L2,Offer3,Agent,79.340118,Four-Door Car,Medsize
4568,FP99321,Washington,2628.171324,No,Extended,High School or Below,2/9/2011,Unemployed,M,0.0,Suburban,Single,89.0,12.0,73.0,4.0,1.0,Personal Auto,Personal L3,Offer1,Branch,640.8,Four-Door Car,Small
4569,LE84979,California,12208.12004,No,Basic,Master,2/27/2011,Employed,F,21331.0,Urban,Divorced,103.0,18.0,84.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,419.062661,SUV,Large
4570,UF77413,Oregon,2758.498582,No,Basic,College,2/27/2011,Employed,M,65794.0,Urban,Married,69.0,10.0,14.0,1.0,1.0,Personal Auto,Personal L1,Offer1,Branch,277.27294,Four-Door Car,Medsize
4571,YQ98322,Oregon,5290.666331,No,Basic,Bachelor,1/4/2011,Employed,M,36791.0,Suburban,Divorced,68.0,26.0,62.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
4572,MO33279,California,5592.455266,No,Basic,College,1/12/2011,Employed,F,62229.0,Suburban,Divorced,70.0,13.0,26.0,0.0,5.0,Personal Auto,Personal L2,Offer3,Agent,336.0,Two-Door Car,Medsize
4573,BQ41371,Oregon,5626.530435,No,Basic,Bachelor,1/18/2011,Employed,F,46897.0,Suburban,Married,70.0,16.0,47.0,0.0,3.0,Personal Auto,Personal L2,Offer4,Branch,344.377218,Four-Door Car,Small
4574,BG51419,Washington,4362.931238,Yes,Premium,College,1/3/2011,Employed,M,58842.0,Suburban,Married,110.0,6.0,74.0,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Branch,528.0,Four-Door Car,Medsize
4575,BR22486,California,5039.435344,No,Basic,College,2/27/2011,Employed,F,82940.0,Suburban,Single,63.0,12.0,56.0,0.0,3.0,Personal Auto,Personal L2,Offer3,Agent,332.847984,Four-Door Car,Medsize
4576,BP28492,Arizona,4834.710493,Yes,Basic,College,1/31/2011,Employed,F,38713.0,Suburban,Divorced,66.0,31.0,69.0,4.0,6.0,Corporate Auto,Corporate L3,Offer2,Call Center,316.8,Four-Door Car,Medsize
4577,CR20811,California,10660.89661,No,Extended,Bachelor,2/24/2011,Employed,F,60642.0,Urban,Married,133.0,34.0,68.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,428.27511,SUV,Medsize
4578,IK82336,Oregon,14014.10119,No,Basic,College,2/13/2011,Employed,F,39018.0,Suburban,Married,117.0,11.0,94.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Branch,561.6,SUV,Small
4579,HP68848,Arizona,9165.721087,No,Premium,High School or Below,1/23/2011,Employed,F,53792.0,Suburban,Married,115.0,1.0,8.0,1.0,8.0,Corporate Auto,Corporate L3,Offer1,Call Center,552.0,Four-Door Car,Small
4580,VI74176,Arizona,8984.040021,No,Extended,High School or Below,2/22/2011,Unemployed,M,0.0,Suburban,Single,137.0,22.0,68.0,3.0,6.0,Personal Auto,Personal L1,Offer2,Agent,1532.080871,SUV,Medsize
4581,LC86277,Oregon,3336.219942,No,Extended,High School or Below,1/6/2011,Disabled,M,19447.0,Suburban,Married,89.0,6.0,6.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,640.8,Four-Door Car,Medsize
4582,HX55735,Nevada,4462.997006,Yes,Basic,Bachelor,1/30/2011,Unemployed,F,0.0,Suburban,Single,73.0,35.0,52.0,3.0,5.0,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize
4583,IN10489,Nevada,5024.777578,No,Basic,Master,2/16/2011,Employed,F,78772.0,Rural,Married,62.0,9.0,47.0,0.0,8.0,Personal Auto,Personal L3,Offer2,Branch,86.274545,Four-Door Car,Small
4584,EV78251,Oregon,7163.540342,No,Basic,Doctor,1/1/2011,Unemployed,F,0.0,Suburban,Single,66.0,8.0,11.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,316.8,Two-Door Car,Small
4585,EN60878,Oregon,6183.111464,No,Extended,Bachelor,2/13/2011,Disabled,M,23712.0,Urban,Single,85.0,2.0,20.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,376.126419,Four-Door Car,Medsize
4586,EI45850,California,7778.005623,No,Basic,Bachelor,1/19/2011,Disabled,F,25970.0,Suburban,Married,72.0,18.0,30.0,3.0,2.0,Personal Auto,Personal L2,Offer4,Branch,430.818992,Four-Door Car,Small
4587,QO41043,Oregon,14476.12489,No,Extended,College,2/25/2011,Disabled,F,27572.0,Suburban,Married,124.0,11.0,57.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Branch,595.2,SUV,Medsize
4588,GY43856,California,4349.30875,Yes,Basic,College,2/10/2011,Employed,F,75648.0,Rural,Married,108.0,28.0,10.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,112.660916,SUV,Large
4589,EG36536,Arizona,8496.063681,No,Basic,Bachelor,2/18/2011,Employed,M,24031.0,Suburban,Divorced,109.0,0.0,72.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Web,523.2,Sports Car,Small
4590,UY57856,Oregon,2987.949471,No,Extended,College,2/27/2011,Unemployed,F,0.0,Suburban,Single,83.0,14.0,22.0,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Branch,708.693556,Four-Door Car,Medsize
4591,XC15133,Nevada,2574.020376,Yes,Basic,Master,1/14/2011,Employed,F,34990.0,Rural,Single,65.0,23.0,73.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize
4592,JG65202,Oregon,7873.567332,No,Basic,High School or Below,1/29/2011,Unemployed,M,0.0,Suburban,Single,74.0,24.0,82.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,568.798455,Two-Door Car,Medsize
4593,WR63188,Arizona,7854.960831,No,Basic,College,1/16/2011,Employed,M,25378.0,Suburban,Married,66.0,22.0,32.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Agent,419.464143,Four-Door Car,Medsize
4594,RX25695,Arizona,22721.24078,No,Extended,Bachelor,2/18/2011,Employed,M,26900.0,Suburban,Married,97.0,7.0,21.0,1.0,2.0,Personal Auto,Personal L3,Offer4,Call Center,465.6,Four-Door Car,Medsize
4595,CB58476,Oregon,5170.811494,No,Basic,College,2/6/2011,Unemployed,F,0.0,Suburban,Single,71.0,5.0,20.0,0.0,5.0,Corporate Auto,Corporate L2,Offer1,Call Center,859.599411,Four-Door Car,Small
4596,PE39479,Washington,18321.41903,No,Extended,College,2/6/2011,Employed,M,88592.0,Urban,Married,76.0,19.0,1.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,199.79727,Four-Door Car,Large
4597,FP11777,California,10972.06778,Yes,Extended,Doctor,1/18/2011,Employed,M,24164.0,Suburban,Divorced,137.0,2.0,40.0,0.0,5.0,Corporate Auto,Corporate L2,Offer2,Agent,657.6,Sports Car,Medsize
4598,DH41343,Washington,2443.665166,No,Basic,College,2/23/2011,Employed,M,92834.0,Suburban,Married,61.0,15.0,56.0,0.0,1.0,Special Auto,Special L2,Offer2,Call Center,292.8,Four-Door Car,Large
4599,GH94657,California,2319.818549,No,Basic,Bachelor,1/27/2011,Disabled,M,14660.0,Suburban,Married,61.0,14.0,97.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,396.608751,Four-Door Car,Medsize
4600,WX49215,Oregon,18534.61157,No,Basic,Master,2/17/2011,Medical Leave,M,16154.0,Rural,Married,62.0,31.0,45.0,1.0,2.0,Personal Auto,Personal L3,Offer1,Branch,91.355165,Four-Door Car,Medsize
4601,CG92708,Nevada,2951.294057,No,Basic,College,1/29/2011,Employed,F,69600.0,Urban,Married,74.0,35.0,28.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Web,341.396161,Four-Door Car,Small
4602,KF88603,Oregon,9700.35416,No,Extended,High School or Below,1/17/2011,Unemployed,M,0.0,Suburban,Single,138.0,23.0,54.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Branch,993.6,SUV,Medsize
4603,ME44353,Oregon,5876.054314,No,Basic,College,2/9/2011,Employed,F,32848.0,Urban,Married,74.0,2.0,59.0,0.0,5.0,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,Medsize
4604,SV15363,California,6366.225775,Yes,Extended,High School or Below,1/7/2011,Employed,M,44368.0,Suburban,Married,80.0,5.0,72.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large
4605,YX15941,Oregon,16229.64891,No,Extended,College,2/12/2011,Employed,M,26030.0,Suburban,Married,139.0,25.0,29.0,1.0,2.0,Corporate Auto,Corporate L3,Offer2,Call Center,667.2,Sports Car,Medsize
4606,NB79936,Washington,8346.983233,No,Premium,Bachelor,2/2/2011,Employed,M,48259.0,Rural,Single,108.0,14.0,79.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,73.700573,Two-Door Car,Medsize
4607,RN65450,California,3059.426954,No,Extended,College,1/30/2011,Unemployed,M,0.0,Suburban,Single,88.0,26.0,73.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,633.6,Four-Door Car,Small
4608,VM53683,Nevada,25763.41423,No,Basic,Bachelor,1/5/2011,Employed,F,78804.0,Suburban,Married,71.0,35.0,93.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,389.636991,Four-Door Car,Medsize
4609,YD71702,Oregon,3157.551595,No,Extended,Bachelor,2/2/2011,Employed,M,46655.0,Urban,Single,82.0,27.0,20.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,336.892624,Four-Door Car,Medsize
4610,TP96247,Oregon,4099.659085,No,Basic,High School or Below,2/9/2011,Medical Leave,F,18606.0,Suburban,Married,110.0,12.0,45.0,1.0,1.0,Personal Auto,Personal L3,Offer3,Agent,568.844905,SUV,Medsize
4611,WG39961,Oregon,3919.366722,Yes,Extended,High School or Below,1/5/2011,Employed,F,66676.0,Suburban,Married,97.0,0.0,40.0,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,558.099357,Four-Door Car,Small
4612,FG24548,Oregon,11044.10847,No,Basic,Bachelor,2/4/2011,Employed,M,44524.0,Urban,Married,70.0,28.0,42.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Web,200.768848,Four-Door Car,Medsize
4613,XB15703,California,15262.95878,No,Extended,Bachelor,1/4/2011,Employed,M,80757.0,Urban,Married,128.0,9.0,14.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,339.73717,SUV,Medsize
4614,RA38184,Arizona,3444.171166,No,Extended,Bachelor,2/3/2011,Unemployed,F,0.0,Rural,Married,93.0,10.0,63.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,7.991571,Four-Door Car,Medsize
4615,IU54219,Oregon,16301.9676,Yes,Extended,Master,2/17/2011,Retired,F,19614.0,Suburban,Married,85.0,21.0,32.0,0.0,2.0,Special Auto,Special L3,Offer2,Agent,574.024018,Two-Door Car,Medsize
4616,ZI47663,Arizona,12741.84754,Yes,Basic,Bachelor,1/7/2011,Employed,F,73054.0,Urban,Married,106.0,34.0,36.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize
4617,SW74846,Washington,7414.436023,No,Basic,Bachelor,2/5/2011,Employed,F,62473.0,Suburban,Married,185.0,25.0,29.0,0.0,1.0,Personal Auto,Personal L2,Offer4,Web,1298.853615,Luxury SUV,Medsize
4618,LW50691,Nevada,9555.169159,No,Premium,College,1/2/2011,Employed,F,96269.0,Rural,Divorced,118.0,2.0,52.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Web,58.776508,Four-Door Car,Medsize
4619,WZ40465,Washington,5041.29961,No,Basic,Bachelor,1/30/2011,Employed,F,36234.0,Rural,Married,63.0,0.0,44.0,0.0,5.0,Personal Auto,Personal L3,Offer3,Web,113.534474,Four-Door Car,Small
4620,QL80658,Arizona,3934.712712,No,Extended,High School or Below,1/20/2011,Employed,M,84229.0,Suburban,Married,98.0,25.0,20.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Small
4621,HM76207,California,9051.905275,No,Basic,College,2/3/2011,Employed,F,26308.0,Suburban,Married,114.0,10.0,30.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Web,547.2,SUV,Medsize
4622,XC26395,Oregon,7408.836056,No,Extended,High School or Below,1/3/2011,Employed,M,76771.0,Rural,Divorced,95.0,34.0,82.0,1.0,7.0,Personal Auto,Personal L3,Offer1,Branch,91.674854,Two-Door Car,Large
4623,MS78828,Nevada,5126.54272,No,Extended,College,1/4/2011,Employed,F,33169.0,Suburban,Married,128.0,33.0,14.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,614.4,SUV,Medsize
4624,ZL82075,Nevada,5479.555081,Yes,Basic,Master,1/13/2011,Employed,M,56005.0,Suburban,Married,68.0,31.0,30.0,1.0,3.0,Corporate Auto,Corporate L1,Offer1,Branch,326.4,Four-Door Car,Small
4625,MP68135,Oregon,6615.815683,No,Extended,College,2/7/2011,Employed,M,90414.0,Suburban,Married,83.0,7.0,49.0,1.0,6.0,Personal Auto,Personal L2,Offer1,Call Center,398.4,Four-Door Car,Small
4626,RN72721,California,8886.296424,No,Basic,High School or Below,1/21/2011,Disabled,F,20903.0,Suburban,Married,117.0,4.0,40.0,0.0,8.0,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize
4627,LY93301,Oregon,12495.73971,No,Basic,Bachelor,2/3/2011,Unemployed,M,0.0,Suburban,Single,61.0,32.0,85.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Agent,292.8,Two-Door Car,Medsize
4628,IQ96928,Oregon,4348.139173,No,Basic,High School or Below,2/27/2011,Unemployed,F,0.0,Suburban,Single,62.0,20.0,9.0,0.0,7.0,Corporate Auto,Corporate L1,Offer1,Agent,675.661163,Four-Door Car,Small
4629,WN69789,California,2526.729022,No,Basic,College,2/4/2011,Employed,F,33485.0,Suburban,Married,63.0,6.0,41.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Call Center,343.705799,Four-Door Car,Medsize
4630,FA15811,Nevada,9426.384787,No,Extended,College,2/5/2011,Employed,F,38910.0,Rural,Married,78.0,3.0,78.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,20.209679,Two-Door Car,Medsize
4631,LJ43988,California,20492.7355,No,Premium,Master,1/4/2011,Employed,F,27317.0,Suburban,Married,102.0,30.0,12.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize
4632,HG40729,Oregon,11274.91011,No,Premium,College,2/11/2011,Unemployed,M,0.0,Suburban,Single,114.0,22.0,39.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,820.8,Four-Door Car,Small
4633,IE82679,California,2453.570794,Yes,Basic,Bachelor,2/9/2011,Medical Leave,M,29735.0,Suburban,Single,69.0,3.0,92.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize
4634,CS35098,California,10212.01913,No,Extended,College,1/11/2011,Employed,M,93920.0,Urban,Married,84.0,20.0,13.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,213.027868,Four-Door Car,Medsize
4635,HV85198,Arizona,8471.417471,No,Basic,Master,2/1/2011,Employed,M,63513.0,Urban,Married,70.0,13.0,76.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,185.667213,Four-Door Car,Small
4636,HP40365,Oregon,5638.046345,No,Basic,College,2/5/2011,Employed,F,70492.0,Urban,Divorced,70.0,29.0,82.0,0.0,7.0,Personal Auto,Personal L2,Offer3,Web,328.362698,Two-Door Car,Medsize
4637,DZ38951,Oregon,6438.995346,No,Extended,High School or Below,2/17/2011,Medical Leave,M,19831.0,Suburban,Married,83.0,8.0,88.0,0.0,7.0,Personal Auto,Personal L2,Offer1,Agent,398.4,Four-Door Car,Medsize
4638,RE12758,California,6782.556454,No,Extended,High School or Below,2/22/2011,Employed,M,26116.0,Suburban,Married,85.0,6.0,58.0,0.0,3.0,Personal Auto,Personal L3,Offer4,Agent,612.0,Four-Door Car,Medsize
4639,OG77759,Arizona,7119.531925,No,Basic,Bachelor,1/14/2011,Disabled,M,28227.0,Suburban,Married,62.0,14.0,24.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,551.28213,Four-Door Car,Small
4640,TY20016,Oregon,7980.488637,No,Basic,Bachelor,1/20/2011,Employed,M,72734.0,Urban,Married,66.0,7.0,96.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Web,195.218968,Two-Door Car,Large
4641,YT56442,California,2642.932059,No,Basic,College,1/20/2011,Employed,M,58729.0,Rural,Married,68.0,2.0,67.0,2.0,1.0,Corporate Auto,Corporate L3,Offer1,Web,94.845076,Four-Door Car,Medsize
4642,RF35142,Nevada,8257.666512,Yes,Basic,Bachelor,1/12/2011,Disabled,F,23815.0,Suburban,Married,73.0,4.0,47.0,0.0,2.0,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize
4643,LN99977,California,4061.997378,No,Basic,College,1/27/2011,Employed,F,30061.0,Suburban,Single,104.0,4.0,22.0,0.0,1.0,Special Auto,Special L2,Offer1,Web,499.2,Sports Car,Large
4644,YX23800,Oregon,8591.604933,No,Basic,Bachelor,2/11/2011,Employed,M,38984.0,Suburban,Married,73.0,27.0,38.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Small
4645,EN27946,California,8391.133455,No,Premium,High School or Below,2/17/2011,Employed,M,40211.0,Suburban,Married,106.0,5.0,98.0,2.0,6.0,Personal Auto,Personal L2,Offer1,Call Center,710.740743,Two-Door Car,Small
4646,EG48956,Washington,4031.104947,No,Basic,College,2/7/2011,Unemployed,M,0.0,Suburban,Married,63.0,35.0,59.0,3.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,639.45899,Two-Door Car,Large
4647,KL39986,Arizona,19278.81715,No,Basic,High School or Below,1/5/2011,Unemployed,F,0.0,Suburban,Single,61.0,12.0,77.0,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,366.604732,Two-Door Car,Medsize
4648,TU77462,Oregon,7469.557777,No,Extended,College,1/3/2011,Employed,M,48088.0,Rural,Married,94.0,25.0,73.0,0.0,4.0,Personal Auto,Personal L2,Offer1,Web,134.828318,Two-Door Car,Medsize
4649,WO53546,Oregon,34039.05613,No,Basic,College,1/28/2011,Unemployed,M,0.0,Suburban,Divorced,104.0,26.0,66.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize
4650,WZ23060,California,7050.972166,No,Premium,Bachelor,2/16/2011,Employed,F,39040.0,Suburban,Married,174.0,4.0,34.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,835.2,SUV,Medsize
4651,FQ88964,Arizona,2272.447229,No,Basic,College,2/25/2011,Unemployed,M,0.0,Suburban,Single,71.0,22.0,10.0,1.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,390.498822,Two-Door Car,Large
4652,SZ60450,California,3419.108695,No,Extended,High School or Below,2/13/2011,Employed,M,40272.0,Rural,Married,86.0,8.0,64.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,23.387192,Two-Door Car,Medsize
